in s,C1 in V
6.2388720E+00,6.15723E-01
6.2390460E+00,6.30371E-01
6.2392200E+00,6.05957E-01
6.2393940E+00,6.25488E-01
6.2395680E+00,6.20605E-01
6.2397420E+00,6.54785E-01
6.2399160E+00,8.64746E-01
6.2400900E+00,9.37988E-01
6.2402640E+00,9.23340E-01
6.2404380E+00,9.62402E-01
6.2406120E+00,9.13574E-01
6.2407860E+00,7.37793E-01
6.2409600E+00,6.74316E-01
6.2411340E+00,6.59668E-01
6.2413080E+00,6.54785E-01
6.2414820E+00,6.59668E-01
6.2416560E+00,6.69434E-01
6.2418300E+00,6.40137E-01
6.2420040E+00,6.49902E-01
6.2421780E+00,6.01074E-01
6.2423520E+00,6.15723E-01
6.2425260E+00,6.15723E-01
6.2427000E+00,6.30371E-01
6.2428740E+00,6.20605E-01
6.2430480E+00,6.10840E-01
6.2432220E+00,6.40137E-01
6.2433960E+00,6.20605E-01
6.2435700E+00,6.15723E-01
6.2437440E+00,6.15723E-01
6.2439180E+00,6.25488E-01
6.2440920E+00,6.35254E-01
6.2442660E+00,6.30371E-01
6.2444400E+00,7.52441E-01
6.2446140E+00,9.08691E-01
6.2447880E+00,9.37988E-01
6.2449620E+00,9.57520E-01
6.2451360E+00,9.62402E-01
6.2453100E+00,8.54980E-01
6.2454840E+00,7.18262E-01
6.2456580E+00,6.74316E-01
6.2458320E+00,6.69434E-01
6.2460060E+00,6.54785E-01
6.2461800E+00,6.69434E-01
6.2463540E+00,6.74316E-01
6.2465280E+00,6.35254E-01
6.2467020E+00,6.15723E-01
6.2468760E+00,6.10840E-01
6.2470500E+00,6.20605E-01
6.2472240E+00,6.30371E-01
6.2473980E+00,6.25488E-01
6.2475720E+00,6.10840E-01
6.2477460E+00,6.25488E-01
6.2479200E+00,6.25488E-01
6.2480940E+00,7.13379E-01
6.2482680E+00,8.98926E-01
6.2484420E+00,9.52637E-01
6.2486160E+00,9.57520E-01
6.2487900E+00,9.62402E-01
6.2489640E+00,8.79395E-01
6.2491380E+00,7.03613E-01
6.2493120E+00,6.79199E-01
6.2494860E+00,6.54785E-01
6.2496600E+00,6.45020E-01
6.2498340E+00,6.54785E-01
6.2500080E+00,6.54785E-01
6.2501820E+00,6.25488E-01
6.2503560E+00,6.20605E-01
6.2505300E+00,6.01074E-01
6.2507040E+00,5.96191E-01
6.2508780E+00,6.20605E-01
6.2510520E+00,6.01074E-01
6.2512260E+00,6.20605E-01
6.2514000E+00,6.05957E-01
6.2515740E+00,6.10840E-01
6.2517480E+00,6.20605E-01
6.2519220E+00,6.10840E-01
6.2520960E+00,6.05957E-01
6.2522700E+00,6.20605E-01
6.2524440E+00,6.35254E-01
6.2526180E+00,6.15723E-01
6.2527920E+00,7.86621E-01
6.2529660E+00,8.84277E-01
6.2531400E+00,9.18457E-01
6.2533140E+00,9.47754E-01
6.2534880E+00,9.57520E-01
6.2536620E+00,8.25684E-01
6.2538360E+00,7.03613E-01
6.2540100E+00,6.64551E-01
6.2541840E+00,6.79199E-01
6.2543580E+00,6.64551E-01
6.2545320E+00,6.69434E-01
6.2547060E+00,6.59668E-01
6.2548800E+00,6.54785E-01
6.2550540E+00,6.40137E-01
6.2552280E+00,6.30371E-01
6.2554020E+00,6.40137E-01
6.2555760E+00,6.35254E-01
6.2557500E+00,6.30371E-01
6.2559240E+00,6.35254E-01
6.2560980E+00,6.30371E-01
6.2562720E+00,6.40137E-01
6.2564460E+00,7.37793E-01
6.2566200E+00,8.79395E-01
6.2567940E+00,9.42871E-01
6.2569680E+00,9.37988E-01
6.2571420E+00,9.37988E-01
6.2573160E+00,8.59863E-01
6.2574900E+00,7.08496E-01
6.2576640E+00,6.74316E-01
6.2578380E+00,6.64551E-01
6.2580120E+00,6.49902E-01
6.2581860E+00,6.45020E-01
6.2583600E+00,6.54785E-01
6.2585340E+00,6.40137E-01
6.2587080E+00,6.15723E-01
6.2588820E+00,5.96191E-01
6.2590560E+00,6.05957E-01
6.2592300E+00,6.01074E-01
6.2594040E+00,6.15723E-01
6.2595780E+00,5.96191E-01
6.2597520E+00,6.05957E-01
6.2599260E+00,6.05957E-01
6.2601000E+00,6.05957E-01
6.2602740E+00,6.15723E-01
6.2604480E+00,6.10840E-01
6.2606220E+00,6.05957E-01
6.2607960E+00,5.91309E-01
6.2609700E+00,6.05957E-01
6.2611440E+00,7.86621E-01
6.2613180E+00,8.98926E-01
6.2614920E+00,9.13574E-01
6.2616660E+00,9.47754E-01
6.2618400E+00,9.42871E-01
6.2620140E+00,7.91504E-01
6.2621880E+00,7.03613E-01
6.2623620E+00,6.69434E-01
6.2625360E+00,6.64551E-01
6.2627100E+00,6.45020E-01
6.2628840E+00,6.64551E-01
6.2630580E+00,6.59668E-01
6.2632320E+00,6.40137E-01
6.2634060E+00,6.35254E-01
6.2635800E+00,6.30371E-01
6.2637540E+00,6.30371E-01
6.2639280E+00,6.35254E-01
6.2641020E+00,6.25488E-01
6.2642760E+00,6.49902E-01
6.2644500E+00,6.30371E-01
6.2646240E+00,6.40137E-01
6.2647980E+00,7.62207E-01
6.2649720E+00,9.13574E-01
6.2651460E+00,9.47754E-01
6.2653200E+00,9.52637E-01
6.2654940E+00,9.67285E-01
6.2656680E+00,8.20801E-01
6.2658420E+00,7.08496E-01
6.2660160E+00,6.88965E-01
6.2661900E+00,6.64551E-01
6.2663640E+00,6.69434E-01
6.2665380E+00,6.54785E-01
6.2667120E+00,6.79199E-01
6.2668860E+00,6.35254E-01
6.2670600E+00,6.10840E-01
6.2672340E+00,6.01074E-01
6.2674080E+00,6.10840E-01
6.2675820E+00,6.10840E-01
6.2677560E+00,6.25488E-01
6.2679300E+00,6.10840E-01
6.2681040E+00,6.30371E-01
6.2682780E+00,6.15723E-01
6.2684520E+00,6.05957E-01
6.2686260E+00,6.05957E-01
6.2688000E+00,6.15723E-01
6.2689740E+00,6.20605E-01
6.2691480E+00,5.86426E-01
6.2693220E+00,6.05957E-01
6.2694960E+00,7.96387E-01
6.2696700E+00,9.08691E-01
6.2698440E+00,9.42871E-01
6.2700180E+00,9.42871E-01
6.2701920E+00,9.47754E-01
6.2703660E+00,7.76855E-01
6.2705400E+00,6.84082E-01
6.2707140E+00,6.69434E-01
6.2708880E+00,6.59668E-01
6.2710620E+00,6.40137E-01
6.2712360E+00,6.59668E-01
6.2714100E+00,6.49902E-01
6.2715840E+00,6.01074E-01
6.2717580E+00,6.15723E-01
6.2719320E+00,6.20605E-01
6.2721060E+00,6.05957E-01
6.2722800E+00,6.10840E-01
6.2724540E+00,6.25488E-01
6.2726280E+00,6.35254E-01
6.2728020E+00,6.10840E-01
6.2729760E+00,6.35254E-01
6.2731500E+00,7.96387E-01
6.2733240E+00,9.13574E-01
6.2734980E+00,9.52637E-01
6.2736720E+00,9.72168E-01
6.2738460E+00,9.77051E-01
6.2740200E+00,8.30566E-01
6.2741940E+00,7.18262E-01
6.2743680E+00,6.84082E-01
6.2745420E+00,6.59668E-01
6.2747160E+00,6.79199E-01
6.2748900E+00,6.79199E-01
6.2750640E+00,6.59668E-01
6.2752380E+00,6.40137E-01
6.2754120E+00,6.20605E-01
6.2755860E+00,6.20605E-01
6.2757600E+00,6.15723E-01
6.2759340E+00,6.20605E-01
6.2761080E+00,6.20605E-01
6.2762820E+00,6.10840E-01
6.2764560E+00,6.20605E-01
6.2766300E+00,6.05957E-01
6.2768040E+00,6.15723E-01
6.2769780E+00,6.20605E-01
6.2771520E+00,6.05957E-01
6.2773260E+00,6.20605E-01
6.2775000E+00,6.15723E-01
6.2776740E+00,6.20605E-01
6.2778480E+00,8.25684E-01
6.2780220E+00,9.23340E-01
6.2781960E+00,9.57520E-01
6.2783700E+00,9.52637E-01
6.2785440E+00,9.37988E-01
6.2787180E+00,7.47559E-01
6.2788920E+00,6.79199E-01
6.2790660E+00,6.40137E-01
6.2792400E+00,6.59668E-01
6.2794140E+00,6.59668E-01
6.2795880E+00,6.45020E-01
6.2797620E+00,6.49902E-01
6.2799360E+00,6.20605E-01
6.2801100E+00,6.25488E-01
6.2802840E+00,6.35254E-01
6.2804580E+00,6.35254E-01
6.2806320E+00,6.10840E-01
6.2808060E+00,6.10840E-01
6.2809800E+00,6.25488E-01
6.2811540E+00,6.25488E-01
6.2813280E+00,6.15723E-01
6.2815020E+00,8.01270E-01
6.2816760E+00,9.03809E-01
6.2818500E+00,9.37988E-01
6.2820240E+00,9.47754E-01
6.2821980E+00,9.37988E-01
6.2823720E+00,7.81738E-01
6.2825460E+00,6.88965E-01
6.2827200E+00,6.64551E-01
6.2828940E+00,6.54785E-01
6.2830680E+00,6.59668E-01
6.2832420E+00,6.74316E-01
6.2834160E+00,6.64551E-01
6.2835900E+00,6.35254E-01
6.2837640E+00,6.25488E-01
6.2839380E+00,6.35254E-01
6.2841120E+00,6.05957E-01
6.2842860E+00,6.25488E-01
6.2844600E+00,6.30371E-01
6.2846340E+00,6.15723E-01
6.2848080E+00,6.40137E-01
6.2849820E+00,6.30371E-01
6.2851560E+00,6.20605E-01
6.2853300E+00,6.25488E-01
6.2855040E+00,6.01074E-01
6.2856780E+00,6.05957E-01
6.2858520E+00,6.15723E-01
6.2860260E+00,6.30371E-01
6.2862000E+00,8.35449E-01
6.2863740E+00,9.23340E-01
6.2865480E+00,9.42871E-01
6.2867220E+00,9.52637E-01
6.2868960E+00,9.42871E-01
6.2870700E+00,7.47559E-01
6.2872440E+00,6.88965E-01
6.2874180E+00,6.69434E-01
6.2875920E+00,6.74316E-01
6.2877660E+00,6.64551E-01
6.2879400E+00,6.54785E-01
6.2881140E+00,6.40137E-01
6.2882880E+00,6.40137E-01
6.2884620E+00,6.10840E-01
6.2886360E+00,6.15723E-01
6.2888100E+00,6.20605E-01
6.2889840E+00,6.15723E-01
6.2891580E+00,6.15723E-01
6.2893320E+00,6.01074E-01
6.2895060E+00,6.15723E-01
6.2896800E+00,6.20605E-01
6.2898540E+00,8.11035E-01
6.2900280E+00,9.08691E-01
6.2902020E+00,9.28223E-01
6.2903760E+00,9.28223E-01
6.2905500E+00,9.62402E-01
6.2907240E+00,7.76855E-01
6.2908980E+00,6.74316E-01
6.2910720E+00,6.59668E-01
6.2912460E+00,6.45020E-01
6.2914200E+00,6.45020E-01
6.2915940E+00,6.54785E-01
6.2917680E+00,6.54785E-01
6.2919420E+00,6.25488E-01
6.2921160E+00,6.15723E-01
6.2922900E+00,6.20605E-01
6.2924640E+00,6.15723E-01
6.2926380E+00,6.20605E-01
6.2928120E+00,6.15723E-01
6.2929860E+00,6.05957E-01
6.2931600E+00,6.10840E-01
6.2933340E+00,6.10840E-01
6.2935080E+00,6.10840E-01
6.2936820E+00,6.15723E-01
6.2938560E+00,6.20605E-01
6.2940300E+00,6.35254E-01
6.2942040E+00,6.20605E-01
6.2943780E+00,6.35254E-01
6.2945520E+00,8.40332E-01
6.2947260E+00,9.33105E-01
6.2949000E+00,9.42871E-01
6.2950740E+00,9.72168E-01
6.2952480E+00,9.62402E-01
6.2954220E+00,7.37793E-01
6.2955960E+00,6.79199E-01
6.2957700E+00,6.54785E-01
6.2959440E+00,6.79199E-01
6.2961180E+00,6.59668E-01
6.2962920E+00,6.59668E-01
6.2964660E+00,6.45020E-01
6.2966400E+00,6.20605E-01
6.2968140E+00,6.25488E-01
6.2969880E+00,6.30371E-01
6.2971620E+00,6.05957E-01
6.2973360E+00,6.25488E-01
6.2975100E+00,6.15723E-01
6.2976840E+00,6.35254E-01
6.2978580E+00,6.15723E-01
6.2980320E+00,6.10840E-01
6.2982060E+00,8.35449E-01
6.2983800E+00,9.08691E-01
6.2985540E+00,9.47754E-01
6.2987280E+00,9.57520E-01
6.2989020E+00,9.77051E-01
6.2990760E+00,7.52441E-01
6.2992500E+00,6.69434E-01
6.2994240E+00,6.74316E-01
6.2995980E+00,6.54785E-01
6.2997720E+00,6.49902E-01
6.2999460E+00,6.54785E-01
6.3001200E+00,6.40137E-01
6.3002940E+00,6.10840E-01
6.3004680E+00,5.91309E-01
6.3006420E+00,5.96191E-01
6.3008160E+00,6.20605E-01
6.3009900E+00,6.01074E-01
6.3011640E+00,6.20605E-01
6.3013380E+00,6.10840E-01
6.3015120E+00,6.05957E-01
6.3016860E+00,6.05957E-01
6.3018600E+00,6.15723E-01
6.3020340E+00,6.25488E-01
6.3022080E+00,6.05957E-01
6.3023820E+00,6.20605E-01
6.3025560E+00,6.20605E-01
6.3027300E+00,6.59668E-01
6.3029040E+00,8.59863E-01
6.3030780E+00,9.37988E-01
6.3032520E+00,9.42871E-01
6.3034260E+00,9.62402E-01
6.3036000E+00,9.42871E-01
6.3037740E+00,7.28027E-01
6.3039480E+00,6.88965E-01
6.3041220E+00,6.88965E-01
6.3042960E+00,6.88965E-01
6.3044700E+00,6.59668E-01
6.3046440E+00,6.74316E-01
6.3048180E+00,6.45020E-01
6.3049920E+00,6.25488E-01
6.3051660E+00,6.25488E-01
6.3053400E+00,6.35254E-01
6.3055140E+00,6.40137E-01
6.3056880E+00,6.15723E-01
6.3058620E+00,6.40137E-01
6.3060360E+00,6.20605E-01
6.3062100E+00,6.20605E-01
6.3063840E+00,6.20605E-01
6.3065580E+00,8.64746E-01
6.3067320E+00,9.28223E-01
6.3069060E+00,9.42871E-01
6.3070800E+00,9.57520E-01
6.3072540E+00,9.57520E-01
6.3074280E+00,7.47559E-01
6.3076020E+00,6.79199E-01
6.3077760E+00,6.79199E-01
6.3079500E+00,6.64551E-01
6.3081240E+00,6.69434E-01
6.3082980E+00,6.54785E-01
6.3084720E+00,6.54785E-01
6.3086460E+00,6.15723E-01
6.3088200E+00,6.20605E-01
6.3089940E+00,6.20605E-01
6.3091680E+00,5.91309E-01
6.3093420E+00,6.15723E-01
6.3095160E+00,6.05957E-01
6.3096900E+00,6.01074E-01
6.3098640E+00,6.01074E-01
6.3100380E+00,6.01074E-01
6.3102120E+00,6.10840E-01
6.3103860E+00,6.01074E-01
6.3105600E+00,6.05957E-01
6.3107340E+00,6.15723E-01
6.3109080E+00,6.20605E-01
6.3110820E+00,6.79199E-01
6.3112560E+00,8.54980E-01
6.3114300E+00,9.28223E-01
6.3116040E+00,9.42871E-01
6.3117780E+00,9.37988E-01
6.3119520E+00,8.94043E-01
6.3121260E+00,7.08496E-01
6.3123000E+00,6.88965E-01
6.3124740E+00,6.54785E-01
6.3126480E+00,6.59668E-01
6.3128220E+00,6.59668E-01
6.3129960E+00,6.30371E-01
6.3131700E+00,6.30371E-01
6.3133440E+00,6.40137E-01
6.3135180E+00,6.30371E-01
6.3136920E+00,6.20605E-01
6.3138660E+00,6.25488E-01
6.3140400E+00,6.15723E-01
6.3142140E+00,6.25488E-01
6.3143880E+00,6.25488E-01
6.3145620E+00,6.25488E-01
6.3147360E+00,6.74316E-01
6.3149100E+00,8.79395E-01
6.3150840E+00,9.47754E-01
6.3152580E+00,9.52637E-01
6.3154320E+00,9.57520E-01
6.3156060E+00,9.57520E-01
6.3157800E+00,7.32910E-01
6.3159540E+00,6.84082E-01
6.3161280E+00,6.93848E-01
6.3163020E+00,6.59668E-01
6.3164760E+00,6.69434E-01
6.3166500E+00,6.54785E-01
6.3168240E+00,6.45020E-01
6.3169980E+00,6.25488E-01
6.3171720E+00,6.15723E-01
6.3173460E+00,6.10840E-01
6.3175200E+00,6.20605E-01
6.3176940E+00,6.05957E-01
6.3178680E+00,6.05957E-01
6.3180420E+00,6.15723E-01
6.3182160E+00,6.05957E-01
6.3183900E+00,6.15723E-01
6.3185640E+00,6.10840E-01
6.3187380E+00,6.10840E-01
6.3189120E+00,6.01074E-01
6.3190860E+00,6.15723E-01
6.3192600E+00,6.05957E-01
6.3194340E+00,7.18262E-01
6.3196080E+00,8.74512E-01
6.3197820E+00,9.23340E-01
6.3199560E+00,9.62402E-01
6.3201300E+00,9.57520E-01
6.3203040E+00,8.40332E-01
6.3204780E+00,7.08496E-01
6.3206520E+00,6.64551E-01
6.3208260E+00,6.54785E-01
6.3210000E+00,6.54785E-01
6.3211740E+00,6.69434E-01
6.3213480E+00,6.40137E-01
6.3215220E+00,6.45020E-01
6.3216960E+00,6.20605E-01
6.3218700E+00,6.25488E-01
6.3220440E+00,6.35254E-01
6.3222180E+00,6.25488E-01
6.3223920E+00,6.30371E-01
6.3225660E+00,6.20605E-01
6.3227400E+00,6.25488E-01
6.3229140E+00,6.20605E-01
6.3230880E+00,6.93848E-01
6.3232620E+00,8.94043E-01
6.3234360E+00,9.72168E-01
6.3236100E+00,9.67285E-01
6.3237840E+00,9.81934E-01
6.3239580E+00,9.37988E-01
6.3241320E+00,7.32910E-01
6.3243060E+00,6.64551E-01
6.3244800E+00,6.79199E-01
6.3246540E+00,6.79199E-01
6.3248280E+00,6.64551E-01
6.3250020E+00,6.59668E-01
6.3251760E+00,6.59668E-01
6.3253500E+00,6.40137E-01
6.3255240E+00,6.25488E-01
6.3256980E+00,6.25488E-01
6.3258720E+00,6.30371E-01
6.3260460E+00,6.05957E-01
6.3262200E+00,6.05957E-01
6.3263940E+00,6.20605E-01
6.3265680E+00,6.35254E-01
6.3267420E+00,6.35254E-01
6.3269160E+00,6.40137E-01
6.3270900E+00,6.20605E-01
6.3272640E+00,6.20605E-01
6.3274380E+00,6.05957E-01
6.3276120E+00,6.20605E-01
6.3277860E+00,7.67090E-01
6.3279600E+00,8.98926E-01
6.3281340E+00,9.57520E-01
6.3283080E+00,9.47754E-01
6.3284820E+00,9.47754E-01
6.3286560E+00,8.25684E-01
6.3288300E+00,6.93848E-01
6.3290040E+00,6.69434E-01
6.3291780E+00,6.54785E-01
6.3293520E+00,6.45020E-01
6.3295260E+00,6.40137E-01
6.3297000E+00,6.49902E-01
6.3298740E+00,6.25488E-01
6.3300480E+00,6.25488E-01
6.3302220E+00,6.05957E-01
6.3303960E+00,6.01074E-01
6.3305700E+00,6.10840E-01
6.3307440E+00,6.05957E-01
6.3309180E+00,6.15723E-01
6.3310920E+00,6.25488E-01
6.3312660E+00,6.25488E-01
6.3314400E+00,7.42676E-01
6.3316140E+00,8.79395E-01
6.3317880E+00,9.28223E-01
6.3319620E+00,9.28223E-01
6.3321360E+00,9.72168E-01
6.3323100E+00,8.59863E-01
6.3324840E+00,7.28027E-01
6.3326580E+00,6.64551E-01
6.3328320E+00,6.59668E-01
6.3330060E+00,6.59668E-01
6.3331800E+00,6.69434E-01
6.3333540E+00,6.59668E-01
6.3335280E+00,6.59668E-01
6.3337020E+00,6.30371E-01
6.3338760E+00,6.40137E-01
6.3340500E+00,6.20605E-01
6.3342240E+00,6.20605E-01
6.3343980E+00,6.20605E-01
6.3345720E+00,6.10840E-01
6.3347460E+00,6.25488E-01
6.3349200E+00,6.05957E-01
6.3350940E+00,6.30371E-01
6.3352680E+00,6.35254E-01
6.3354420E+00,6.25488E-01
6.3356160E+00,6.30371E-01
6.3357900E+00,6.20605E-01
6.3359640E+00,6.35254E-01
6.3361380E+00,7.81738E-01
6.3363120E+00,9.03809E-01
6.3364860E+00,9.52637E-01
6.3366600E+00,9.42871E-01
6.3368340E+00,9.52637E-01
6.3370080E+00,7.91504E-01
6.3371820E+00,6.93848E-01
6.3373560E+00,6.84082E-01
6.3375300E+00,6.49902E-01
6.3377040E+00,6.54785E-01
6.3378780E+00,6.59668E-01
6.3380520E+00,6.45020E-01
6.3382260E+00,6.40137E-01
6.3384000E+00,6.15723E-01
6.3385740E+00,6.10840E-01
6.3387480E+00,6.05957E-01
6.3389220E+00,6.05957E-01
6.3390960E+00,5.96191E-01
6.3392700E+00,6.10840E-01
6.3394440E+00,6.20605E-01
6.3396180E+00,6.30371E-01
6.3397920E+00,7.37793E-01
6.3399660E+00,8.79395E-01
6.3401400E+00,9.23340E-01
6.3403140E+00,9.33105E-01
6.3404880E+00,9.42871E-01
6.3406620E+00,8.35449E-01
6.3408360E+00,7.08496E-01
6.3410100E+00,6.59668E-01
6.3411840E+00,6.79199E-01
6.3413580E+00,6.40137E-01
6.3415320E+00,6.54785E-01
6.3417060E+00,6.40137E-01
6.3418800E+00,6.49902E-01
6.3420540E+00,6.20605E-01
6.3422280E+00,6.20605E-01
6.3424020E+00,6.30371E-01
6.3425760E+00,6.25488E-01
6.3427500E+00,6.01074E-01
6.3429240E+00,5.96191E-01
6.3430980E+00,6.20605E-01
6.3432720E+00,6.30371E-01
6.3434460E+00,6.20605E-01
6.3436200E+00,6.30371E-01
6.3437940E+00,6.15723E-01
6.3439680E+00,6.20605E-01
6.3441420E+00,6.05957E-01
6.3443160E+00,6.45020E-01
6.3444900E+00,8.35449E-01
6.3446640E+00,9.18457E-01
6.3448380E+00,9.57520E-01
6.3450120E+00,9.62402E-01
6.3451860E+00,9.77051E-01
6.3453600E+00,7.86621E-01
6.3455340E+00,7.03613E-01
6.3457080E+00,6.84082E-01
6.3458820E+00,6.59668E-01
6.3460560E+00,6.69434E-01
6.3462300E+00,6.59668E-01
6.3464040E+00,6.54785E-01
6.3465780E+00,6.40137E-01
6.3467520E+00,6.30371E-01
6.3469260E+00,6.25488E-01
6.3471000E+00,6.20605E-01
6.3472740E+00,6.05957E-01
6.3474480E+00,6.15723E-01
6.3476220E+00,6.10840E-01
6.3477960E+00,6.25488E-01
6.3479700E+00,6.20605E-01
6.3481440E+00,7.81738E-01
6.3483180E+00,9.03809E-01
6.3484920E+00,9.42871E-01
6.3486660E+00,9.77051E-01
6.3488400E+00,9.57520E-01
6.3490140E+00,8.15918E-01
6.3491880E+00,6.93848E-01
6.3493620E+00,6.64551E-01
6.3495360E+00,6.64551E-01
6.3497100E+00,6.54785E-01
6.3498840E+00,6.64551E-01
6.3500580E+00,6.25488E-01
6.3502320E+00,6.49902E-01
6.3504060E+00,6.10840E-01
6.3505800E+00,6.05957E-01
6.3507540E+00,6.10840E-01
6.3509280E+00,6.15723E-01
6.3511020E+00,6.05957E-01
6.3512760E+00,6.05957E-01
6.3514500E+00,6.05957E-01
6.3516240E+00,6.05957E-01
6.3517980E+00,6.25488E-01
6.3519720E+00,6.01074E-01
6.3521460E+00,6.01074E-01
6.3523200E+00,6.15723E-01
6.3524940E+00,6.10840E-01
6.3526680E+00,6.05957E-01
6.3528420E+00,8.30566E-01
6.3530160E+00,9.28223E-01
6.3531900E+00,9.62402E-01
6.3533640E+00,9.62402E-01
6.3535380E+00,9.52637E-01
6.3537120E+00,7.67090E-01
6.3538860E+00,6.88965E-01
6.3540600E+00,6.59668E-01
6.3542340E+00,6.79199E-01
6.3544080E+00,6.84082E-01
6.3545820E+00,6.45020E-01
6.3547560E+00,6.69434E-01
6.3549300E+00,6.35254E-01
6.3551040E+00,6.40137E-01
6.3552780E+00,6.25488E-01
6.3554520E+00,6.25488E-01
6.3556260E+00,6.20605E-01
6.3558000E+00,6.25488E-01
6.3559740E+00,6.25488E-01
6.3561480E+00,6.35254E-01
6.3563220E+00,6.20605E-01
6.3564960E+00,8.15918E-01
6.3566700E+00,9.23340E-01
6.3568440E+00,9.52637E-01
6.3570180E+00,9.47754E-01
6.3571920E+00,9.57520E-01
6.3573660E+00,7.81738E-01
6.3575400E+00,6.79199E-01
6.3577140E+00,6.69434E-01
6.3578880E+00,6.54785E-01
6.3580620E+00,6.45020E-01
6.3582360E+00,6.54785E-01
6.3584100E+00,6.40137E-01
6.3585840E+00,6.35254E-01
6.3587580E+00,6.20605E-01
6.3589320E+00,6.05957E-01
6.3591060E+00,6.05957E-01
6.3592800E+00,6.05957E-01
6.3594540E+00,5.96191E-01
6.3596280E+00,6.20605E-01
6.3598020E+00,6.15723E-01
6.3599760E+00,6.15723E-01
6.3601500E+00,6.01074E-01
6.3603240E+00,6.01074E-01
6.3604980E+00,6.05957E-01
6.3606720E+00,6.05957E-01
6.3608460E+00,6.10840E-01
6.3610200E+00,6.20605E-01
6.3611940E+00,8.35449E-01
6.3613680E+00,9.23340E-01
6.3615420E+00,9.47754E-01
6.3617160E+00,9.42871E-01
6.3618900E+00,9.37988E-01
6.3620640E+00,7.57324E-01
6.3622380E+00,6.64551E-01
6.3624120E+00,6.64551E-01
6.3625860E+00,6.69434E-01
6.3627600E+00,6.74316E-01
6.3629340E+00,6.64551E-01
6.3631080E+00,6.49902E-01
6.3632820E+00,6.25488E-01
6.3634560E+00,6.20605E-01
6.3636300E+00,6.20605E-01
6.3638040E+00,6.30371E-01
6.3639780E+00,6.35254E-01
6.3641520E+00,6.35254E-01
6.3643260E+00,6.30371E-01
6.3645000E+00,6.35254E-01
6.3646740E+00,6.25488E-01
6.3648480E+00,8.15918E-01
6.3650220E+00,8.94043E-01
6.3651960E+00,9.52637E-01
6.3653700E+00,9.57520E-01
6.3655440E+00,9.72168E-01
6.3657180E+00,7.71973E-01
6.3658920E+00,6.93848E-01
6.3660660E+00,6.64551E-01
6.3662400E+00,6.69434E-01
6.3664140E+00,6.59668E-01
6.3665880E+00,6.64551E-01
6.3667620E+00,6.54785E-01
6.3669360E+00,6.35254E-01
6.3671100E+00,6.15723E-01
6.3672840E+00,6.10840E-01
6.3674580E+00,6.20605E-01
6.3676320E+00,6.20605E-01
6.3678060E+00,6.05957E-01
6.3679800E+00,5.96191E-01
6.3681540E+00,5.96191E-01
6.3683280E+00,6.01074E-01
6.3685020E+00,5.96191E-01
6.3686760E+00,6.01074E-01
6.3688500E+00,6.01074E-01
6.3690240E+00,6.10840E-01
6.3691980E+00,5.96191E-01
6.3693720E+00,6.20605E-01
6.3695460E+00,8.45215E-01
6.3697200E+00,9.03809E-01
6.3698940E+00,9.37988E-01
6.3700680E+00,9.47754E-01
6.3702420E+00,9.52637E-01
6.3704160E+00,7.37793E-01
6.3705900E+00,6.59668E-01
6.3707640E+00,6.64551E-01
6.3709380E+00,6.64551E-01
6.3711120E+00,6.45020E-01
6.3712860E+00,6.59668E-01
6.3714600E+00,6.49902E-01
6.3716340E+00,6.40137E-01
6.3718080E+00,6.30371E-01
6.3719820E+00,6.20605E-01
6.3721560E+00,6.20605E-01
6.3723300E+00,6.20605E-01
6.3725040E+00,6.40137E-01
6.3726780E+00,6.20605E-01
6.3728520E+00,6.20605E-01
6.3730260E+00,6.40137E-01
6.3732000E+00,8.54980E-01
6.3733740E+00,9.37988E-01
6.3735480E+00,9.37988E-01
6.3737220E+00,9.77051E-01
6.3738960E+00,9.62402E-01
6.3740700E+00,7.52441E-01
6.3742440E+00,6.88965E-01
6.3744180E+00,6.59668E-01
6.3745920E+00,6.69434E-01
6.3747660E+00,6.54785E-01
6.3749400E+00,6.69434E-01
6.3751140E+00,6.54785E-01
6.3752880E+00,6.20605E-01
6.3754620E+00,6.25488E-01
6.3756360E+00,6.35254E-01
6.3758100E+00,6.15723E-01
6.3759840E+00,6.05957E-01
6.3761580E+00,6.20605E-01
6.3763320E+00,6.20605E-01
6.3765060E+00,6.20605E-01
6.3766800E+00,6.20605E-01
6.3768540E+00,6.20605E-01
6.3770280E+00,6.05957E-01
6.3772020E+00,6.20605E-01
6.3773760E+00,6.05957E-01
6.3775500E+00,6.05957E-01
6.3777240E+00,6.35254E-01
6.3778980E+00,8.74512E-01
6.3780720E+00,9.23340E-01
6.3782460E+00,9.33105E-01
6.3784200E+00,9.37988E-01
6.3785940E+00,9.42871E-01
6.3787680E+00,7.18262E-01
6.3789420E+00,6.59668E-01
6.3791160E+00,6.35254E-01
6.3792900E+00,6.54785E-01
6.3794640E+00,6.45020E-01
6.3796380E+00,6.45020E-01
6.3798120E+00,6.35254E-01
6.3799860E+00,6.25488E-01
6.3801600E+00,6.20605E-01
6.3803340E+00,6.20605E-01
6.3805080E+00,6.30371E-01
6.3806820E+00,6.15723E-01
6.3808560E+00,6.10840E-01
6.3810300E+00,6.30371E-01
6.3812040E+00,6.20605E-01
6.3813780E+00,6.10840E-01
6.3815520E+00,8.59863E-01
6.3817260E+00,9.18457E-01
6.3819000E+00,9.23340E-01
